0	0
-1.93295080955	-0.153684450753
-1.93295080955	-0.153684450753
-3.06179789948	-2.57086620563
-2.16698238993	2.33774576962
0.338657069108	-0.359159298705
-0.357395769859	4.41453648011
-1.32083331735	2.08763412119
-5.76554427106	3.40711127146
1.10623238765	1.69400634132
7.38762720523	3.15216059632
-2.28435502406	-4.83404725843
2.46986362722	-2.78490641559
2.73754855527	5.17707294713
-0.202710025471	0.167539456962
0.139873773204	3.42329892306
-0.366599002484	2.64916996815
6.09383930594	3.41923992635
-0.46779505283	12.0400772073
4.20553447708	1.27144077331
0.914926254449	0.16225672561
-0.513039418841	5.57891249649
-1.81093380517	9.65048807187
-0.540548338903	7.05093765134
1.84028782353	3.34892596867
6.3868981127	6.14733518825
8.0425624817	9.13415577757
6.03329808565	10.7482024728
5.35626956154	10.0257881276
5.92843736935	11.504015977
6.27444584351	11.2713020904
4.95372896259	12.1615245053
4.0641493802	14.8357444237
4.61703524902	17.6506568511
1.79841082244	15.6984732508
7.8022288311	21.292018342
7.53449928227	18.5765191645
1.41379039046	18.6084700931
12.9490084787	22.9966342681
5.88201122762	25.8002558454
12.3073977752	19.548923045
7.46979243569	23.120902036
10.927783409	22.4699607362
6.78272776403	28.6390554596
13.1261805384	24.2727840041
10.6159173974	27.2109673414
12.4258743652	27.5761583582
7.91704509395	34.6639490507
14.0193665292	35.6110987999
12.0511737435	31.4157909292
9.84775095159	24.8397624949
17.2390394707	35.5365195243
13.6988790694	31.3986564872
14.5328938574	35.8425757994
14.0282298721	35.5759138881
16.8839998912	34.7027342552
13.3362319691	34.4317373555
19.5187816739	39.8643545111
12.5798187559	32.2603415734
19.3427629648	43.3176441235
10.4248958652	38.8177288916
10.0082329847	43.0050837479
8.47390478861	43.2521803798
16.9888374551	39.5124318443
16.4037779453	43.8562522843
12.3027152683	46.8770323016
12.8844076111	41.4034370769
17.3124468762	45.0240714463
21.9307319652	48.3109463076
25.8831928811	42.7461740618
18.0872454454	43.2099909086
16.4927253851	50.404017178
18.1908314591	48.5938284083
20.14993293	48.4358399505
22.3792305366	55.5711955545
18.9608382662	50.0023917759
23.5957761619	53.9161749245
22.8449897608	55.2411139545
21.8615986346	56.7365475743
24.1808474023	61.4430464883
22.4521698153	54.8515700946
22.54050476	62.3744972368
19.0967641648	61.4202528138
21.8356761634	56.7599536854
24.9751879334	64.1413187148
24.779397402	63.1698617836
29.6223955488	65.3519940268
25.3930195791	66.7378818489
29.88688977	64.1655915083
25.3002592393	71.7428848033
29.5460544633	71.8002043646
27.4251537152	65.7103573428
25.0291504754	65.6189305635
23.9174927766	69.3679254886
26.5100861865	69.0918188167
28.4187090914	70.4766400571
24.854644864	74.2097524784
29.9387521154	72.7381457767
28.731755355	74.4680897024
34.004623307	75.5847148453
32.0143245441	79.3377062917
30.4115311296	76.0939412442
38.4845163922	81.1252045793
32.1107847421	79.4026346635
27.800006558	78.8897725592
30.8170262857	85.6504398089
28.4620151057	82.9579126605
29.810666228	82.245470969
31.1009908832	81.9084147134
35.7163094402	85.0428932341
36.1245687229	80.2130294277
40.0150939487	91.5624122387
33.6500934441	86.8699911111
38.4928484226	96.5554873834
35.6063142446	90.6366417369
37.9757020855	83.5307689405
39.4442418537	93.2158442644
34.9730130116	96.0911800133
36.281597838	93.7010171924
33.2483107269	93.9998432744
39.7704607288	97.999944759
40.837462015	98.853302278
36.0721854394	92.4737136279
33.6256107126	95.9465655399
44.4634703017	102.896427952
40.3293741116	102.83840592
39.5763090917	101.819098779
37.3872649158	102.906991598
41.3286364394	102.637322518
38.5194559889	103.768441378
42.3837224943	101.194230172
49.3332016552	106.872849349
44.7682139157	109.628660056
47.7495665489	110.477292919
41.6121621135	108.97127002
40.9829865847	108.671384297
44.8595112028	115.43849219
46.5468809492	114.636241914
47.0950843328	113.915326232
44.9778857592	112.899329814
47.757059039	117.558559989
48.6683104277	112.733631383
44.5014621146	120.432184636
42.4889773716	113.477779419
47.8290360412	120.909052059
42.5660080165	121.415842645
46.5296646087	118.612185816
50.6128689061	118.085075749
48.6095632598	124.0390947
44.8523229213	121.727290106
47.9029512614	125.167177743
47.8402108569	124.715632527
49.7306363495	125.435460536
52.9530779027	124.514345186
50.0015518195	127.56027655
53.3030471026	129.659725902
55.9219269581	123.600963444
57.6839056852	131.255450753
45.8675983978	126.507975247
50.1261780332	130.636942475
48.6428084981	133.789451747
52.9688585066	131.3005517
53.3459062107	138.162317127
52.0924231657	133.842917116
52.9422517236	133.833790812
57.0239473558	134.23376029
56.1928712668	141.965755619
54.5739175373	138.347440522
56.6369612427	140.322147604
62.2355100737	145.010815841
58.4257555416	141.288238614
60.6650043111	149.02260698
55.1652832469	140.9054427
59.7180503029	142.18263548
59.0166244459	149.488121816
51.5713515787	146.088586287
58.5774152646	148.032433082
51.1399261249	149.539905986
58.3304582646	153.833174583
61.2551978683	149.246219683
59.5431906979	152.872122432
58.9977819603	153.863815595
63.5730646219	154.627407218
63.6728382251	155.309795419
60.6386171136	153.83247959
62.8064652618	155.480687632
61.5075095036	156.597408751
60.2933689955	162.87198478
63.1964301872	158.228634092
61.5365294861	158.936886078
64.7939390596	162.543958903
65.5851307257	162.026067964
61.565991667	163.893536279
64.8223530942	167.074541826
61.11558642	168.209077702
68.292822339	162.975738529
65.434302532	167.366481834
67.9181975306	171.623320237
64.4294786948	172.027020423
63.3939746462	170.706133928
70.0242991186	169.220768876
63.9705986981	168.600913174
61.6480707003	175.330075595
73.3667184696	164.595370322
69.4019743844	178.173870145
72.1142027995	176.382659324
75.3185817863	172.555239734
68.6992098184	180.374098907
67.7893516558	180.972456011
71.5303550965	170.58768533
70.3940270276	173.230647439
71.0541201092	175.6446615
73.1680686167	178.720368383
72.2942770689	183.762949754
72.885340595	182.324490967
74.7219834541	186.434260043
76.5982373412	190.27494023
75.4252426803	187.511693278
76.6169215697	188.040266806
71.4528782473	188.900787145
70.7686641524	193.637344497
71.0195034992	195.195012659
76.9449574055	191.347840429
69.6134546166	186.94868812
73.2579487023	199.168854497
76.6113932425	198.121137618
78.8278328406	192.29848022
73.8156282817	190.742631714
83.4715814901	195.444059328
82.288016778	195.502935776
74.6757543612	190.60683955
80.1177673163	200.839254995
72.6593143218	204.085739011
79.0254628114	200.990763326
77.6900644799	199.334532751
78.6188612633	196.923676785
81.9928363353	208.660589304
79.1333425303	200.31922977
77.2889383332	207.618636464
80.134471207	203.811112246
83.4973067519	210.414263686
80.9691940686	210.397605028
82.3647808439	205.253615552
84.3443532903	207.371907807
86.3671708666	208.446099026
86.2207233708	206.519347677
85.9127520586	211.616577008
82.2507871467	215.330320867
82.558913715	222.172269176
80.8818400883	218.14402705
86.8640739156	215.982655651
85.0546988164	219.701303547
87.8426394509	220.434114967
88.6467727221	218.655099052
83.6857409501	215.950116272
89.2851687315	219.779129564
92.2456822809	224.136387023
85.4045460297	224.104923771
90.7145234688	224.584727365
95.1489390504	224.001942473
88.8479884312	225.60665158
93.1127609812	221.455088165
92.8908399566	226.750495992
84.6046193313	227.333724113
92.0783194116	226.490062346
92.2571426225	231.879735663
89.99338311	230.880561566
96.4792047628	232.230856799
87.3728126663	231.171148089
93.7238880649	233.579134633
94.36894158	233.10251353
95.0400082176	235.673701458
93.2835327163	240.711676658
98.0554010869	238.335329926
96.0750362416	239.601465613
95.0429717489	237.888161098
99.7913859229	248.081138127
95.5138903811	245.296958681
92.0585326731	242.982704854
92.4429344745	241.64350593
97.2092907088	246.150830638
99.7143810482	246.774222023
96.957919121	240.887561326
99.8652768183	252.314891152
101.587254106	247.750558403
99.737129913	252.480948524
98.1491914157	250.895459767
97.364729244	252.168947693
96.8410887789	258.273169396
98.2212703426	249.71078402
104.596298985	257.017802281
97.6441738007	252.697227996
99.5957972745	255.507909104
97.1363650386	261.7293813
106.627887268	258.747981689
105.641957924	256.386485656
107.11393499	258.757768547
101.461127332	256.164762421
102.046924214	260.008791881
102.136735862	262.842020845
104.226507714	264.866800015
103.817203445	263.994200218
104.423051764	263.85037313
105.58391041	268.422181556
104.738603586	264.854048732
102.48060425	268.608490241
